DFW data by course for Spring 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Highlighted courses mean enrollment per term >= 20 and DFW rate >= 20% (red) or between 15% and 20% (yellow).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,DFW Rate,,,,,,,,,,,,,,,,"DFW equity gap (in percentage points)
compared to Female, Not Pell, White, Non-URM, and Not first generation, respectively.
Positive equity gap means the given group has a higher DFW rate than the comparison group",,,,,,,,,,Each group's percent of total course enrollment,,,,,,,,,,,,,
ALS,Music,MUSC,MUSC 37A,Voice: Inter,Lower,1,12,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,,75.0%,25.0%,33.3%,,16.7%,33.3%,,,16.7%,25.0%,66.7%,33.3%,,
ALS,Music,MUSC,MUSC 37B,Voice: Inter-BM,Lower,1,4,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,,75.0%,25.0%,25.0%,,25.0%,25.0%,,,25.0%,25.0%,75.0%,25.0%,,
ALS,Music,MUSC,MUSC 40P,Beginning Percussion,Lower,1,17,5.9%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,41.2%,58.8%,35.3%,,5.9%,29.4%,,,11.8%,29.4%,70.6%,29.4%,17.6%,
ALS,Music,MUSC,MUSC 40W,Beginning Woodwinds,Lower,1,18,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,50.0%,50.0%,33.3%,,5.6%,44.4%,,,5.6%,27.8%,55.6%,44.4%,11.1%,
ALS,Music,MUSC,MUSC 43B,Jazz Improvisation II,Lower,2,4,0.0%,0.0%,,0.0%,0.0%,0.0%,,,,,,,0.0%,0.0%,,0.0%,0.0%,,0.0,,,,,,,,0.0,,100.0%,25.0%,,,,,,,100.0%,100.0%,,25.0%,
ALS,Music,MUSC,MUSC 55B,Violin: Inter-BM,Lower,1,6,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,,,0.0%,0.0%,,0.0%,0.0%,0.0,0.0,,0.0,,,,,,0.0,83.3%,16.7%,50.0%,,16.7%,,,,,66.7%,100.0%,,50.0%,
ALS,Music,MUSC,MUSC 56A,Viola: Inter,Lower,1,1,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 57A,Cello: Inter,Lower,1,2,,0.0%,0.0%,0.0%,0.0%,,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0,,,,0.0,,,,0.0,,50.0%,50.0%,,,,50.0%,,,,50.0%,50.0%,50.0%,,
ALS,Music,MUSC,MUSC 57B,Cello: Inter-BM,Lower,1,2,,0.0%,0.0%,0.0%,0.0%,,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0,,,,0.0,,,,0.0,,50.0%,50.0%,,,,50.0%,,,,50.0%,50.0%,50.0%,,
ALS,Music,MUSC,MUSC 60,Intro to String Pedagogy,Lower,1,2,,0.0%,0.0%,,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,,0.0,,,0.0,,,,0.0,,100.0%,,50.0%,,,50.0%,,,,50.0%,50.0%,50.0%,,
ALS,Music,MUSC,MUSC 65A,Flute: Inter,Lower,1,3,,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,0.0%,0.0%,,,0.0%,0.0,0.0,,,,,,,,,66.7%,33.3%,66.7%,,,,,,,66.7%,100.0%,,,
ALS,Music,MUSC,MUSC 65B,Flute: Inter-BM,Lower,1,1,,0.0%,,0.0%,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 66A,Oboe: Inter,Lower,1,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,,
ALS,Music,MUSC,MUSC 66B,Oboe: Inter-BM,Lower,1,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,,
ALS,Music,MUSC,MUSC 67A,Bassoon: Inter,Lower,1,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,,
ALS,Music,MUSC,MUSC 68A,Clarinet: Inter,Lower,1,6,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,,0.0,0.0,66.7%,33.3%,33.3%,,16.7%,50.0%,,,,33.3%,50.0%,50.0%,16.7%,
ALS,Music,MUSC,MUSC 68B,Clarinet: Inter-BM,Lower,1,2,,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,,,,,0.0%,0.0%,,0.0%,0.0,,,,,,,,0.0,,50.0%,50.0%,,,50.0%,50.0%,,,,,50.0%,50.0%,,
ALS,Music,MUSC,MUSC 69A,Saxophone: Inter,Lower,1,6,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,,0.0,,,,0.0,0.0,16.7%,83.3%,50.0%,,,50.0%,,,,16.7%,50.0%,50.0%,33.3%,
ALS,Music,MUSC,MUSC 69B,Saxophone: Inter-BM,Lower,1,1,,0.0%,,0.0%,0.0%,,,,,,,,,0.0%,,0.0%,,,,,,,,,,,,,100.0%,,,,,,,,,100.0%,,100.0%,
ALS,Music,MUSC,MUSC 70A,Percussion: Inter,Lower,1,2,,0.0%,,0.0%,0.0%,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,0.0,,,,,,,,,,100.0%,50.0%,,,,,,,50.0%,100.0%,,,
ALS,Music,MUSC,MUSC 70B,Percussion: Inter-BM,Lower,1,1,,0.0%,,0.0%,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 74A,Guitar: Inter,Lower,1,1,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 91A,Trombone: Inter,Lower,1,2,,0.0%,,0.0%,0.0%,,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,,,,,0.0,,,,0.0,,,100.0%,,,,50.0%,,,,50.0%,50.0%,50.0%,,
ALS,Music,MUSC,MUSC 92A,Baritone: Inter,Lower,1,3,,0.0%,,0.0%,,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,0.0,,,,0.0,0.0,,100.0%,100.0%,,,33.3%,,,,66.7%,66.7%,33.3%,66.7%,
ALS,Music,MUSC,MUSC 93A,French Horn: Inter,Lower,1,3,,0.0%,,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,,,0.0,,,,0.0,0.0,,100.0%,33.3%,,,66.7%,,,,33.3%,33.3%,66.7%,66.7%,
ALS,Music,MUSC,MUSC 93B,French Horn: Inter-BM,Lower,1,1,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 94A,Tuba: Inter,Lower,1,3,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,,,,,,0.0,0.0,33.3%,66.7%,66.7%,33.3%,,,,,,66.7%,66.7%,33.3%,33.3%,
ALS,Music,MUSC,MUSC 94B,Tuba: Inter-BM,Lower,1,2,,0.0%,,0.0%,0.0%,0.0%,0.0%,,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,0.0,,,,,,0.0,0.0,,100.0%,50.0%,50.0%,,,,,,50.0%,50.0%,50.0%,50.0%,
ALS,Music,MUSC,MUSC 96A,West African Drumming,Lower,1,5,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0,,,,,,,0.0,,0.0,20.0%,80.0%,,,,,,,20.0%,80.0%,100.0%,,20.0%,
ALS,Music,MUSC,MUSC 101,Experiences In Music,Upper,3,69,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,95.7%,4.3%,50.7%,4.3%,7.2%,34.8%,,1.4%,7.2%,36.2%,59.4%,40.6%,34.8%,
ALS,Music,MUSC,MUSC 107,Composition,Upper,2,5,,0.0%,,0.0%,0.0%,0.0%,,,,,,0.0%,0.0%,0.0%,,,0.0%,,0.0,,,,,,0.0,,,,100.0%,20.0%,,,,,,20.0%,80.0%,100.0%,,,
ALS,Music,MUSC,MUSC 108B,Jazz Arranging II,Upper,2,3,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,,,,,,0.0%,0.0%,0.0%,,0.0%,,0.0,0.0,,,,,,0.0,,,100.0%,33.3%,33.3%,,,,,,66.7%,66.7%,33.3%,,
ALS,Music,MUSC,MUSC 125,Adv Voice Music Theater,Upper,1,6,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,,0.0,,,,0.0,0.0,66.7%,33.3%,33.3%,,,50.0%,,,,50.0%,50.0%,50.0%,16.7%,
ALS,Music,MUSC,MUSC 132A,Piano: Adv-BA,Upper,1,9,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0,0.0,,,0.0,,,,0.0,,66.7%,33.3%,11.1%,,,22.2%,,,,55.6%,77.8%,22.2%,,
ALS,Music,MUSC,MUSC 132B,Piano: Adv-BM,Upper,1,5,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0,0.0,,,0.0,,,,0.0,,60.0%,40.0%,20.0%,,,20.0%,,,,60.0%,80.0%,20.0%,,
ALS,Music,MUSC,MUSC 137B,Voice: Adv-BM,Upper,1,4,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0,0.0,,0.0,,,,0.0,,0.0,25.0%,75.0%,25.0%,,25.0%,,,,50.0%,25.0%,100.0%,,25.0%,
ALS,Music,MUSC,MUSC 141A,Piano Chamber Music,Upper,2,5,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0,,,,0.0,,,,0.0,,40.0%,60.0%,,,,20.0%,,,,80.0%,80.0%,20.0%,,
ALS,Music,MUSC,MUSC 142C,Concert Choir,Upper,1,33,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,63.6%,36.4%,36.4%,,18.2%,21.2%,,,15.2%,36.4%,78.8%,21.2%,6.1%,
ALS,Music,MUSC,MUSC 142T,Opera Theater,Upper,1,16,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,31.3%,68.8%,56.3%,,12.5%,37.5%,,,18.8%,18.8%,62.5%,37.5%,12.5%,
ALS,Music,MUSC,MUSC 142W,Symphonic Wind Ensemble,Upper,1,36,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,27.8%,72.2%,36.1%,11.1%,11.1%,27.8%,,,5.6%,41.7%,61.1%,38.9%,22.2%,
ALS,Music,MUSC,MUSC 143J,Instrumentl Jazz Ensemble,Upper,1,23,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,4.3%,95.7%,34.8%,13.0%,,21.7%,,,13.0%,47.8%,65.2%,34.8%,13.0%,
ALS,Music,MUSC,MUSC 143V,Vocal Jazz Ensemble,Upper,1,16,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,68.8%,31.3%,43.8%,12.5%,18.8%,43.8%,,,12.5%,12.5%,43.8%,56.3%,12.5%,
ALS,Music,MUSC,MUSC 144B,Chamber Music-Brass,Upper,1,7,,0.0%,,0.0%,0.0%,0.0%,0.0%,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,0.0,,0.0,,,,0.0,0.0,,100.0%,28.6%,42.9%,,14.3%,,,,42.9%,42.9%,57.1%,14.3%,
ALS,Music,MUSC,MUSC 144G,Chamber Music-Guitar,Upper,1,2,,0.0%,,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,,,0.0,,,,0.0,0.0,,100.0%,50.0%,,,50.0%,,,,50.0%,50.0%,50.0%,50.0%,
ALS,Music,MUSC,MUSC 144I,Cham Music-Instrmntl Jazz,Upper,1,16,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0,0.0,0.0,,0.0,,,0.0,0.0,,12.5%,87.5%,31.3%,6.3%,,18.8%,,,18.8%,56.3%,75.0%,25.0%,,
ALS,Music,MUSC,MUSC 144P,Chamber Music-Percussion,Upper,1,30,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,40.0%,60.0%,26.7%,6.7%,30.0%,16.7%,,,3.3%,26.7%,76.7%,23.3%,6.7%,
ALS,Music,MUSC,MUSC 144S,Chamber Music-Strings,Upper,1,23,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,,0.0%,0.0%,0.0%,,0.0%,0.0,0.0,,0.0,0.0,,,,0.0,,60.9%,39.1%,21.7%,,8.7%,17.4%,,,,69.6%,82.6%,17.4%,,
ALS,Music,MUSC,MUSC 144W,Chamber Music-Woodwinds,Upper,1,18,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,50.0%,50.0%,55.6%,,16.7%,16.7%,,,5.6%,55.6%,83.3%,16.7%,22.2%,
ALS,Music,MUSC,MUSC 144X,Chamber Music-Saxophone,Upper,1,5,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,,0.0,,,,0.0,0.0,40.0%,60.0%,40.0%,,,40.0%,,,,40.0%,60.0%,40.0%,40.0%,
ALS,Music,MUSC,MUSC 145,Pep Band,Upper,1,26,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,26.9%,73.1%,38.5%,3.8%,7.7%,34.6%,,,,46.2%,61.5%,38.5%,11.5%,
ALS,Music,MUSC,MUSC 150,Jazz Applied: Advanced BM,Upper,2,6,,0.0%,,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,,,0.0,,,,0.0,0.0,,100.0%,16.7%,,,16.7%,,,,83.3%,83.3%,16.7%,16.7%,
ALS,Music,MUSC,MUSC 150A,Jazz Applied Adv Mus Ed,Upper,1,5,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,20.0%,80.0%,40.0%,,20.0%,20.0%,,,40.0%,20.0%,80.0%,20.0%,20.0%,
ALS,Music,MUSC,MUSC 155A,Violin: Adv,Upper,1,4,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,,,0.0%,0.0%,,,0.0%,0.0,0.0,,0.0,,,,,,,75.0%,25.0%,25.0%,,25.0%,,,,,75.0%,100.0%,,,
ALS,Music,MUSC,MUSC 155B,Violin: Adv-BM,Upper,1,3,,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,,,0.0%,0.0%,,,0.0%,0.0,,,0.0,,,,,,,66.7%,33.3%,,,33.3%,,,,,66.7%,100.0%,,,
ALS,Music,MUSC,MUSC 156A,Viola: Adv,Upper,1,1,,0.0%,0.0%,,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,100.0%,,100.0%,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 156B,Viola: Adv-BM,Upper,1,1,,0.0%,0.0%,,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,100.0%,,100.0%,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 157A,Cello: Adv,Upper,1,2,,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,,0.0%,,0.0%,0.0%,0.0,0.0,,,,,,,,0.0,50.0%,50.0%,50.0%,,,,,,,,100.0%,,50.0%,
ALS,Music,MUSC,MUSC 157B,Cello: Adv-BM,Upper,1,1,,0.0%,0.0%,,,0.0%,,,,,,,,0.0%,,,0.0%,,,,,,,,,,,100.0%,,100.0%,,,,,,,,100.0%,,,
ALS,Music,MUSC,MUSC 160,Advanced String Pedagogy,Upper,1,1,,0.0%,,0.0%,0.0%,,,,,,,,,0.0%,,0.0%,,,,,,,,,,,,,100.0%,,,,,,,,,100.0%,,100.0%,
ALS,Music,MUSC,MUSC 161,Jazz Pedagogy,Upper,2,24,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,33.3%,66.7%,37.5%,4.2%,8.3%,20.8%,,,4.2%,45.8%,75.0%,25.0%,20.8%,
ALS,Music,MUSC,MUSC 164,Music In General Educatn,Upper,2,15,6.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,46.7%,53.3%,40.0%,13.3%,6.7%,40.0%,,,,26.7%,46.7%,53.3%,6.7%,
ALS,Music,MUSC,MUSC 165A,Flute: Adv,Upper,1,2,,0.0%,0.0%,,,0.0%,,0.0%,,,,,0.0%,0.0%,,0.0%,0.0%,,,,0.0,,,,,,0.0,100.0%,,100.0%,,50.0%,,,,,50.0%,100.0%,,50.0%,
ALS,Music,MUSC,MUSC 165B,Flute: Adv-BM,Upper,1,2,,0.0%,0.0%,,,0.0%,,0.0%,,,,,0.0%,0.0%,,0.0%,0.0%,,,,0.0,,,,,,0.0,100.0%,,100.0%,,50.0%,,,,,50.0%,100.0%,,50.0%,
ALS,Music,MUSC,MUSC 166A,Oboe: Adv,Upper,1,1,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 166B,Oboe: Adv-BM,Upper,1,1,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 167A,Bassoon: Adv,Upper,1,2,,0.0%,,0.0%,0.0%,,,0.0%,,,,,0.0%,0.0%,,,0.0%,,,,0.0,,,,,,,,100.0%,,,50.0%,,,,,50.0%,100.0%,,,
ALS,Music,MUSC,MUSC 167B,Bassoon: Adv-BM,Upper,1,1,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 168A,Clarinet: Adv,Upper,1,4,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,75.0%,25.0%,50.0%,,,25.0%,,,25.0%,50.0%,75.0%,25.0%,25.0%,
ALS,Music,MUSC,MUSC 168B,Clarinet: Adv-BM,Upper,1,3,,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,,,0.0,,,0.0,0.0,0.0,66.7%,33.3%,66.7%,,,33.3%,,,33.3%,33.3%,66.7%,33.3%,33.3%,
ALS,Music,MUSC,MUSC 169A,Saxophone: Adv,Upper,1,1,,0.0%,0.0%,,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,100.0%,,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 169B,Saxophone: Adv-BM,Upper,1,1,,0.0%,0.0%,,0.0%,,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,100.0%,,,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 170B,Percussion: Adv-BM,Upper,1,3,,0.0%,,0.0%,0.0%,0.0%,,,,,,,0.0%,0.0%,,0.0%,0.0%,,0.0,,,,,,,,0.0,,100.0%,33.3%,,,,,,,100.0%,100.0%,,33.3%,
ALS,Music,MUSC,MUSC 172,Repertoire Class,Upper,1,58,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,55.2%,44.8%,36.2%,3.4%,10.3%,22.4%,,,13.8%,43.1%,74.1%,25.9%,13.8%,
ALS,Music,MUSC,MUSC 174A,Guitar: Adv,Upper,1,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,0.0%,,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,100.0%,
ALS,Music,MUSC,MUSC 174B,Guitar: Adv-BM,Upper,1,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,0.0%,,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,100.0%,
ALS,Music,MUSC,MUSC 179,Instrumental Lit+Matrls,Upper,2,15,6.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,26.7%,73.3%,33.3%,6.7%,6.7%,20.0%,,,,46.7%,73.3%,26.7%,13.3%,
ALS,Music,MUSC,MUSC 180,Advanced Counterpoint,Upper,2,3,,0.0%,0.0%,0.0%,0.0%,0.0%,,,,,,,0.0%,0.0%,,,0.0%,0.0,0.0,,,,,,,,,66.7%,33.3%,66.7%,,,,,,,66.7%,100.0%,,,
ALS,Music,MUSC,MUSC 183,Digital Synthesis+Samplng,Upper,2,3,33.3%,0.0%,,0.0%,0.0%,0.0%,,,,,,0.0%,0.0%,0.0%,,,0.0%,,0.0,,,,,,0.0,,,,100.0%,33.3%,,,,,,33.3%,66.7%,100.0%,,,
ALS,Music,MUSC,MUSC 185J,Senior Recital Jazz,Upper,2,3,,0.0%,,0.0%,0.0%,0.0%,,,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0,,,0.0,,,,0.0,0.0,,100.0%,33.3%,,,33.3%,,,,66.7%,66.7%,33.3%,33.3%,
ALS,Music,MUSC,MUSC 190A,Trumpet: Adv,Upper,1,2,,0.0%,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,,0.0%,,,,,,,,,,,,100.0%,100.0%,100.0%,,,,,,,,100.0%,,
ALS,Music,MUSC,MUSC 190B,Trumpet: Adv-BM,Upper,1,1,,0.0%,,0.0%,,0.0%,0.0%,,,,,,,,0.0%,,0.0%,,,,,,,,,,,,100.0%,100.0%,100.0%,,,,,,,,100.0%,,
ALS,Music,MUSC,MUSC 193A,French Horn: Adv,Upper,1,2,,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,,,,,0.0%,0.0%,,,0.0%,0.0,0.0,,0.0,,,,,,,50.0%,50.0%,50.0%,,50.0%,,,,,50.0%,100.0%,,,
ALS,Music,MUSC,MUSC 193B,French Horn: Adv-BM,Upper,1,1,,0.0%,0.0%,,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,100.0%,,100.0%,,,,,,,100.0%,100.0%,,,
ALS,Music,MUSC,MUSC 194A,Tuba: Adv,Upper,1,1,,0.0%,,0.0%,,0.0%,,,0.0%,,,,,,0.0%,0.0%,,,,,,,,,,,,,100.0%,100.0%,,,100.0%,,,,,,100.0%,100.0%,
ALS,Music,MUSC,MUSC 199,Special Problems,Upper,1,9,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,33.3%,66.7%,44.4%,11.1%,11.1%,44.4%,,,,22.2%,44.4%,55.6%,11.1%,
ALS,Philosophy,PHIL,PHIL 128,History of Modern Philosophy,Upper,3,16,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,43.8%,56.3%,50.0%,6.3%,6.3%,50.0%,,,,12.5%,43.8%,56.3%,31.3%,
ALS,Philosophy,PHIL,PHIL 189,Senior Seminar Philosophy,Upper,1,10,10.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,50.0%,50.0%,50.0%,10.0%,10.0%,30.0%,,,,40.0%,60.0%,40.0%,40.0%,
ALS,Philosophy,PHIL,PHIL 195,Philosophy Internship,Upper,3,1,0.0%,0.0%,,0.0%,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,,100.0%,100.0%,,,,,,,100.0%,100.0%,,,
ALS,Philosophy,PHIL,PHIL 199,Special Problems,Upper,3,1,,0.0%,0.0%,,,0.0%,,,,,,,0.0%,0.0%,,,0.0%,,,,,,,,,,,100.0%,,100.0%,,,,,,,100.0%,100.0%,,,
